sku,qty,is_in_stock,price
I0077424,0,0,22.99
I0077425,0,0,15.66
I0077426,0,0,17.04
I0077427,0,0,7.91
I0077428,0,0,10.52
I0077429,0,0,13.23
I0077430,0,0,24.29
I0077431,0,0,63.48
I0077432,0,0,44.01
I0077433,0,0,40.99
I0077434,0,0,38.09
I0077435,0,0,17.22
I0077436,0,0,16.53
I0077437,0,0,10.7
I0077438,0,0,50.67
I0077439,0,0,6.39
I0077440,0,0,22.33
I0077441,0,0,51.34
I0077442,0,0,38.72
I0077443,0,0,41.98
I0077444,0,0,12.65
I0077445,0,0,26.65
I0077446,0,0,19.82
I0077447,0,0,29.53
I0077448,0,0,29.28
I0077449,0,0,27.96
I0077450,0,0,27.41
I0077451,0,0,19.84
I0077452,0,0,13.17
I0077453,0,0,12.3
I0077454,0,0,11.96
I0077455,0,0,4.66
I0077456,0,0,4.2
I0077457,0,0,4.55
I0077458,0,0,4.33
I0077459,0,0,7.78
I0077460,0,0,7.41
I0077461,0,0,7.66
I0077462,0,0,10.35
I0077463,0,0,7.04
I0077464,0,0,5.87
I0077465,0,0,2.51
I0077466,0,0,2.47
I0077467,0,0,2.42
I0077468,0,0,2.43
I0077469,0,0,2.43
I0077470,0,0,11.65
I0077471,0,0,7.81
I0077472,0,0,7.84
I0077473,0,0,38.02
I0077474,0,0,17.71
I0077475,0,0,181.82
I0077476,0,0,38.71
I0077477,0,0,77.97
I0077478,0,0,69.14
I0077479,0,0,47.83
I0077480,0,0,30.88
I0077481,0,0,38.5
I0077482,0,0,43.47
I0077483,0,0,46.48
I0077484,0,0,56.4
I0077485,0,0,46.48
I0077486,0,0,34.16
I0077487,0,0,43.87
I0077488,0,0,48.62
I0077489,0,0,28.01
I0077490,0,0,28.01
I0077491,0,0,28.11
I0077492,0,0,36.74
I0077493,0,0,32.46
I0077494,0,0,40.08
I0077495,0,0,20.64
I0077496,0,0,55.13
I0077497,0,0,25.03
I0077498,0,0,18.57
I0077499,0,0,13.3
I0077500,0,0,18.57
I0077501,0,0,17.73
I0077502,0,0,28.98
I0077503,0,0,5.18
I0077504,0,0,11.29
I0077505,0,0,15.95
I0077506,0,0,15.95
I0077507,0,0,73.89
I0077508,0,0,26.91
I0077509,0,0,29.05
I0077510,0,0,26.99
I0077511,0,0,28.77
I0077512,0,0,37.87
I0077513,0,0,43.68
I0077514,0,0,39.11
I0077515,0,0,19.32
I0077516,0,0,37.2
I0077517,0,0,25.92
I0077518,0,0,106.78
I0077519,0,0,8.57
I0077520,0,0,6.94
I0077521,0,0,6.76
I0077522,0,0,7.08
I0077523,0,0,6.32
I0077524,0,0,13.58
I0077525,0,0,9.45
I0077526,0,0,6.69
I0077527,0,0,6.4
I0077528,0,0,4.83
I0077529,0,0,82.73
I0077530,0,0,89.7
I0077531,0,0,89.7
I0077532,0,0,89.7
I0077533,0,0,89.7
I0077534,0,0,89.7
I0077535,0,0,34.61
I0077536,0,0,10.32
I0077537,0,0,16.09
I0077538,0,0,44.82
I0077539,0,0,55.53
I0077540,0,0,15.15
I0077541,0,0,9.56
I0077542,0,0,41.34
I0077543,0,0,41.34
I0077544,0,0,7.07
I0077545,0,0,3.35
I0077546,0,0,11.98
I0077547,0,0,57.2
I0077548,0,0,124.34
I0077549,0,0,31.74
I0077550,0,0,35.19
I0077551,0,0,20.01
I0077552,0,0,28.7
I0077553,0,0,39.52
I0077554,0,0,28.7
I0077555,0,0,28.7
I0077556,0,0,9.3
I0077557,0,0,13.8
I0077558,0,0,26.22
I0077559,0,0,75.31
I0077560,0,0,87.05
I0077561,0,0,92.74
I0077562,0,0,27.3
I0077563,0,0,22.02
I0077564,0,0,22.08
I0077565,0,0,28.98
I0077566,0,0,28.98
I0077567,0,0,102.48
I0077568,0,0,53.03
I0077569,0,0,17.94
I0077570,0,0,12.96
I0077571,0,0,22.56
I0077572,0,0,22.41
I0077573,0,0,29.38
I0077574,0,0,43.57
I0077575,0,0,22.18
I0077576,0,0,28.54
I0077577,0,0,25.46
I0077578,0,0,25.88
I0077579,0,0,13.73
I0077580,0,0,21.35
I0077581,0,0,20.27
I0077582,0,0,14.86
I0077583,0,0,14.84
I0077584,0,0,17.51
I0077585,0,0,16.15
I0077586,0,0,49.54
I0077587,0,0,33.48
I0077588,0,0,34.1
I0077589,0,0,42.53
I0077590,0,0,32.09
I0077591,0,0,30.3
I0077592,0,0,36
I0077593,0,0,30.3
I0077594,0,0,30.61
I0077595,0,0,17.39
I0077596,0,0,17.19
I0077597,0,0,17.39
I0077598,0,0,13.19
I0077599,0,0,16.3
I0077600,0,0,17.39
I0077601,0,0,14.52
I0077602,0,0,30.97
I0077603,0,0,68.25
I0077604,0,0,28.7
I0077605,0,0,56.93
I0077606,0,0,34.47
I0077607,0,0,48.42
I0077608,0,0,27.85
I0077609,0,0,50.58
I0077610,0,0,40.56
I0077611,0,0,27.31
I0077612,0,0,24.26
I0077613,0,0,48.44
I0077614,0,0,18.55
I0077615,0,0,53.63
I0077616,0,0,53.63
I0077617,0,0,21.47
I0077618,0,0,13.8
I0077619,0,0,16.27
I0077620,0,0,19.68
I0077621,0,0,22.29
I0077622,0,0,21.33
I0077623,0,0,12.38
I0077624,0,0,15.18
I0077625,0,0,22.6
I0077626,0,0,16.23
I0077627,0,0,27.24
I0077628,0,0,33.74
I0077629,0,0,29.99
I0077630,0,0,27.7
I0077631,0,0,26.57
I0077632,0,0,26.58
I0077633,0,0,44.01
I0077634,0,0,27.71
I0077635,0,0,27.7
I0077636,0,0,28.91
I0077637,0,0,27.7
I0077638,0,0,38.64
I0077639,0,0,57.34
I0077640,0,0,44.01
I0077641,0,0,44.02
I0077642,0,0,44.01
I0077643,0,0,44.01
I0077644,0,0,28.01
I0077645,0,0,39.16
I0077646,0,0,28.01
I0077647,0,0,79.03
I0077648,0,0,97
I0077649,0,0,53.1
I0077650,0,0,102.48
I0077651,0,0,48.58
I0077652,0,0,17.4
I0077653,0,0,32.94
I0077654,0,0,33.4
I0077655,0,0,20.67
I0077656,0,0,22.11
I0077657,0,0,30.28
I0077658,0,0,23
I0077659,0,0,22.66
I0077660,0,0,24.4
I0077661,0,0,13.79
I0077662,0,0,21.53
I0077663,0,0,35.85
I0077664,0,0,19.84
I0077665,0,0,23.54
I0077666,0,0,20.47
I0077667,0,0,23.54
I0077668,0,0,18.63
I0077669,0,0,22.08
I0077670,0,0,27.26
I0077671,0,0,22.77
I0077672,0,0,42.56
I0077673,0,0,40.78
I0077674,0,0,28.95
I0077675,0,0,31.74
I0077676,0,0,19.32
I0077677,0,0,25.81
I0077678,0,0,46.73
I0077679,0,0,34.31
I0077680,0,0,30.19
I0077681,0,0,41.19
I0077682,0,0,15.87
I0077683,0,0,28.1
I0077684,0,0,22.08
I0077685,0,0,32.54
I0077686,0,0,47.07
I0077687,0,0,29.39
I0077688,0,0,39.47
I0077689,0,0,29.37
I0077690,0,0,49.83
I0077691,0,0,16.91
I0077692,0,0,56.9
I0077693,0,0,29.5
I0077694,0,0,23.46
I0077695,0,0,40.06
I0077696,0,0,44.78
I0077697,0,0,31.68
I0077698,0,0,24.47
I0077699,0,0,21.22
I0077700,0,0,20.37
I0077701,0,0,23.09
I0077702,0,0,14.3
I0077703,0,0,18.13
I0077704,0,0,16.68
I0077705,0,0,16.1
I0077706,0,0,15.18
I0077707,0,0,20.7
I0077708,0,0,17.73
I0077709,0,0,7.91
I0077710,0,0,6.36
I0077711,0,0,6.9
I0077712,0,0,18.95
I0077713,0,0,11.72
I0077714,0,0,14.21
I0077715,0,0,20.22
I0077716,0,0,19.4
I0077717,0,0,14.12
I0077718,0,0,14.3
I0077719,0,0,17.6
I0077720,0,0,17.61
I0077721,0,0,16.09
I0077722,0,0,15.26
I0077723,0,0,12.86
I0077724,0,0,16.5
I0077725,0,0,36.79
I0077726,0,0,37.01
I0077727,0,0,22.38
I0077728,0,0,28.95
I0077729,0,0,17.5
I0077730,0,0,12.12
I0077731,0,0,12.72
I0077732,0,0,12.08
I0077733,0,0,3.45
I0077734,0,0,15.22
I0077735,0,0,14.55
I0077736,0,0,14.9
I0077737,0,0,14.55
I0077738,0,0,52.19
I0077739,0,0,52.19
I0077740,0,0,52.19
I0077741,0,0,52.19
I0077742,0,0,52.19
I0077743,0,0,25.53
I0077744,0,0,62.04
I0077745,0,0,41.18
I0077746,0,0,57.85
I0077747,0,0,62.04
I0077748,0,0,72.86
I0077749,0,0,35.54
I0077750,0,0,39.61
I0077751,0,0,35.6
I0077752,0,0,57.95
I0077753,0,0,34.68
I0077754,0,0,22.44
I0077755,0,0,11.67
I0077756,0,0,19.25
I0077757,0,0,24.69
I0077758,0,0,23.74
I0077759,0,0,23.06
I0077760,0,0,33.53
I0077761,0,0,33.53
I0077762,0,0,33.53
I0077763,0,0,33.52
I0077764,0,0,33.45
I0077765,0,0,33.53
I0077766,0,0,33.53
I0077767,0,0,33.53
I0077768,0,0,17.14
I0077769,0,0,17.42
I0077770,0,0,18.95
I0077771,0,0,20.01
I0077772,0,0,17.14
I0077773,0,0,15.33
I0077774,0,0,15.33
I0077775,0,0,16.53
I0077776,0,0,16.53
I0077777,0,0,19.47
I0077778,0,0,37.95
I0077779,0,0,34.29
I0077780,0,0,18.99
I0077781,0,0,14.24
I0077782,0,0,19.87
I0077783,0,0,14.31
I0077784,0,0,15.53
I0077785,0,0,15.47
I0077786,0,0,12.36
I0077787,0,0,2.73
I0077788,0,0,10.43
I0077789,0,0,2.73
I0077790,0,0,12.36
I0077791,0,0,10.43
I0077792,0,0,12.36
I0077793,0,0,62.04
I0077794,0,0,38.27
I0077795,0,0,47.93
I0077796,0,0,29.75
I0077797,0,0,32.02
I0077798,0,0,66.93
I0077799,0,0,44.48
I0077800,0,0,25.68
I0077801,0,0,3.86
I0077802,0,0,44.16
I0077803,0,0,7.59
I0077804,0,0,7.59
I0077805,0,0,7.59
I0077806,0,0,6.21
I0077807,0,0,6.21
I0077808,0,0,6.21
I0077809,0,0,6.21
I0077810,0,0,6.21
I0077811,0,0,15.53
I0077812,0,0,13.77
I0077813,0,0,66.21
I0077814,0,0,19.29
I0077815,0,0,21.74
I0077816,0,0,6.87
I0077817,0,0,17.22
I0077818,0,0,9.32
I0077819,0,0,8.68
I0077820,0,0,12.74
I0077821,0,0,24.8
I0077822,0,0,38.64
I0077823,0,0,41.4
I0077824,0,0,55.55
I0077825,0,0,22.08
I0077826,0,0,24.84
I0077827,0,0,23.94
I0077828,0,0,38.64
I0077829,0,0,48.22
I0077830,0,0,95.18
I0077831,0,0,27.92
I0077832,0,0,31.73
I0077833,3,1,33.12
I0077834,0,0,14.6
I0077835,0,0,13.95
I0077836,0,0,15.22
I0077837,0,0,19.35
I0077838,0,0,30.46
I0077839,0,0,21.57
I0077840,0,0,41.25
I0077841,0,0,34.9
I0077842,0,0,19.03
I0077843,0,0,22.84
I0077844,0,0,30.46
I0077845,0,0,22.84
I0077846,0,0,45.68
I0077847,0,0,25.38
I0077848,0,0,25.38
I0077849,0,0,25.38
I0077850,0,0,88.83
I0077851,0,0,13
I0077852,0,0,24.87
I0077853,0,0,24.11
I0077854,0,0,22.84
I0077855,0,0,17.76
I0077856,0,0,31.88
I0077857,0,0,12.53
I0077858,0,0,4.18
I0077859,0,0,3.24
I0077860,0,0,3.24
I0077861,0,0,6.06
I0077862,0,0,4.86
I0077863,0,0,6.22
I0077864,0,0,5.24
I0077865,0,0,4.86
I0077866,0,0,3.64
I0077867,0,0,5.13
I0077868,0,0,4.18
I0077869,0,0,9.72
I0077870,0,0,3.78
I0077871,0,0,3.77
I0077872,0,0,6.24
I0077873,0,0,4.04
I0077874,0,0,13.8
I0077875,0,0,29.67
I0077876,0,0,28.81
I0077877,0,0,5.52
I0077878,25,1,3.45
I0077879,8,1,10.35
I0077880,28,1,8.63
I0077881,3,1,8.28
I0077882,0,0,82.8
I0077883,0,0,51.06
I0077884,0,0,51.06
I0077885,0,0,69
I0077886,2,1,37.26
I0077887,2,1,17.94
I0077888,3,1,5.01
I0077889,3,1,13.8
I0077890,0,0,12.39
I0077891,0,0,4.76
I0077892,0,0,3.66
I0077893,0,0,21.36
I0077894,0,0,29.26
I0077895,0,0,12.08
I0077896,0,0,5.96
I0077897,0,0,13.77
I0077898,0,0,12.89
I0077899,0,0,6.06
I0077900,0,0,8.94
I0077901,0,0,17.6
I0077902,0,0,17.6
I0077903,0,0,2.07
I0077904,0,0,6.21
I0077905,0,0,6.21
I0077906,0,0,6.9
I0077907,0,0,6.9
I0077908,0,0,21.36
I0077909,0,0,6.87
I0077910,0,0,15.53
I0077911,0,0,9.32
I0077912,0,0,14.6
I0077913,0,0,13.95
I0077914,0,0,27.92
I0077915,0,0,38.06
I0077916,0,0,25.38
I0077917,0,0,4.54
I0077918,0,0,5.22
I0077919,0,0,3.41
I0077920,0,0,24.15
I0077921,0,0,5.19
I0077922,0,0,12.42
I0077923,0,0,22.15
I0077924,0,0,12.45
I0077925,0,0,22.15
I0077926,0,0,19.87
I0077927,0,0,19.87
I0077928,0,0,20.7
I0077929,0,0,23.45
I0077930,0,0,36.92
I0077931,0,0,8.25
I0077932,0,0,29.26
I0077933,0,0,26.1
I0077934,0,0,26.1
I0077935,0,0,26.1
I0077936,0,0,26.1
I0077937,0,0,19.29
I0077938,0,0,12.34
I0077939,0,0,2.35
I0077940,0,0,7.91
I0077941,0,0,5.22
I0077942,0,0,5.22
I0077943,0,0,4.13
I0077944,0,0,26.21
I0077945,0,0,36.54
I0077946,0,0,31.71
I0077947,0,0,27.52
I0077948,0,0,26.26
I0077949,0,0,27.26
I0077950,0,0,18
I0077951,0,0,18
I0077952,0,0,19.29
I0077953,0,0,102.12
I0077954,0,0,23.74
I0077955,0,0,15.87
I0077956,0,0,15.87
I0077957,0,0,19.32
I0077958,0,0,8.28
I0077959,0,0,22.08
I0077960,0,0,33.12
I0077961,0,0,33.12
I0077962,0,0,22.74
I0077963,0,0,7.62
I0077964,0,0,10.32
I0077965,0,0,37.23
I0077966,0,0,12.35
I0077967,0,0,8.17
I0077968,0,0,18.51
I0077969,0,0,18.55
I0077970,0,0,1.37
I0077971,0,0,1.66
I0077972,0,0,12.42
I0077973,0,0,1.73
I0077974,0,0,27.09
I0077975,0,0,11.73
I0077976,0,0,11.73
I0077977,0,0,2.36
I0077978,0,0,48.02
I0077979,0,0,49.51
I0077980,0,0,11.73
I0077981,0,0,18.71
I0077982,0,0,6.21
I0077983,0,0,6.21
I0077984,0,0,7.59
I0077985,0,0,7.59
I0077986,0,0,7.59
I0077987,0,0,6.21
I0077988,0,0,6.21
I0077989,0,0,6.21
I0077990,0,0,14.15
I0077991,0,0,52.79
I0077992,0,0,30.33
I0077993,0,0,11.01
I0077994,0,0,10.87
I0077995,0,0,3.8
I0077996,0,0,2.73
I0077997,0,0,29.5
I0077998,0,0,24.8
I0077999,0,0,24.11
I0078000,0,0,65.99
I0078001,0,0,25.38
I0078002,0,0,24.11
I0078003,0,0,19.68
I0078004,0,0,16.49
I0078005,0,0,26.65
I0078006,0,0,39.33
I0078007,0,0,22.84
I0078008,0,0,15.22
I0078009,0,0,46.95
I0078010,0,0,25.06
I0078011,0,0,25.38
I0078012,0,0,15.87
I0078013,0,0,31.73
I0078014,0,0,49.49
I0078015,0,0,33
I0078016,0,0,22.84
I0078017,0,0,22.84
I0078018,0,0,22.2
I0078019,0,0,17.76
I0078020,0,0,20.3
I0078021,0,0,24.11
I0078022,0,0,50.76
I0078023,0,0,35.52
I0078024,0,0,13.33
I0078025,0,0,30.46
I0078026,0,0,88.83
I0078027,0,0,38.06
I0078028,0,0,145.92
I0078029,6,1,29.19
I0078030,0,0,11.41
I0078031,0,0,15.22
I0078032,0,0,5.71
I0078033,0,0,3.53
I0078034,0,0,3.53
I0078035,0,0,2.55
I0078036,0,0,4.31
I0078037,0,0,2.43
I0078038,0,0,2.47
I0078039,0,0,6.22
I0078040,0,0,4.62
I0078041,0,0,4.04
I0078042,0,0,7.7
I0078043,0,0,7.7
I0078044,0,0,1.21
I0078045,0,0,7.13
I0078046,0,0,8.49
I0078047,0,0,8.49
I0078048,0,0,8.56
I0078049,0,0,8.56
I0078050,0,0,7.87
I0078051,0,0,3.33
I0078052,0,0,3.09
I0078053,0,0,3.73
I0078054,0,0,8.25
I0078055,0,0,2.72
I0078056,0,0,2.73
I0078057,0,0,2.8
I0078058,0,0,2.77
I0078059,0,0,2.7
I0078060,0,0,5.84
I0078061,0,0,13.8
I0078062,0,0,34.5
I0078063,0,0,165.6
I0078064,0,0,5.52
I0078065,0,0,62.1
I0078066,0,0,25.53
I0078067,6,1,8.28
I0078068,31,1,9.66
I0078069,20,1,9.66
I0078070,0,0,117.3
I0078071,0,0,44.16
I0078072,0,0,52.44
I0078073,0,0,75.9
I0078074,3,1,5.01
I0078075,0,0,3.11
I0078076,0,0,3.85
I0078077,0,0,3.89
I0078078,0,0,3.99
I0078079,0,0,7.29
I0078080,0,0,69
I0078081,0,0,20.74
I0078082,0,0,28.58
I0078083,0,0,29.35
I0078084,0,0,26.48
I0078085,0,0,19.31
I0078086,0,0,15.44
I0078087,0,0,13.8
I0078088,0,0,24.27
I0078089,0,0,33.12
I0078090,0,0,37.26
I0078091,0,0,19.86
I0078092,0,0,6.1
I0078093,0,0,31.74
I0078094,0,0,37.95
I0078095,0,0,35.65
I0078096,0,0,21.64
I0078097,0,0,22.07
I0078098,0,0,15.18
I0078099,0,0,16.56
I0078100,0,0,24.84
I0078101,0,0,11.73
I0078102,0,0,16.56
I0078103,0,0,8.63
I0078104,12,1,10.35
I0078105,0,0,17.94
I0078106,0,0,13.8
I0078107,0,0,8.97
I0078108,0,0,13.8
I0078109,0,0,13.8
I0078110,0,0,107.64
I0078111,0,0,38.64
I0078112,0,0,37.26
I0078113,0,0,5.52
I0078114,0,0,35.19
I0078115,0,0,2.35
I0078116,0,0,2.35
I0078117,17,1,6.21
I0078118,0,0,39.33
I0078119,0,0,4.49
I0078120,0,0,45.54
I0078121,0,0,38.64
I0078122,0,0,35.19
I0078123,0,0,5.52
I0078124,0,0,24.84
I0078125,0,0,30.36
I0078126,0,0,69
I0078127,0,0,15.18
I0078128,0,0,20.7
I0078129,0,0,15.18
I0078130,0,0,9.66
I0078131,0,0,74.52
I0078132,0,0,20.7
I0078133,0,0,41.4
I0078134,0,0,1.38
I0078135,0,0,9.66
I0078136,0,0,4.83
I0078137,0,0,49.68
I0078138,0,0,7.59
I0078139,0,0,61.41
I0078140,0,0,56.58
I0078141,0,0,28.98
I0078142,0,0,59.34
I0078143,0,0,29.67
I0078144,0,0,15.18
I0078145,0,0,19.32
I0078146,0,0,19.32
I0078147,0,0,29.79
I0078148,0,0,14.49
I0078149,0,0,35.88
I0078150,0,0,6.9
I0078151,0,0,6.9
I0078152,0,0,6.9
I0078153,0,0,8.28
I0078154,0,0,8.28
I0078155,0,0,24.84
I0078156,0,0,42.09
I0078157,0,0,14.49
I0078158,0,0,18.71
I0078159,0,0,12.67
I0078160,0,0,31.74
I0078161,0,0,7.59
I0078162,0,0,9.66
I0078163,0,0,33.12
I0078164,0,0,41.4
I0078165,0,0,24.29
I0078166,0,0,14.35
I0078167,0,0,30.36
I0078168,0,0,10.35
I0078169,0,0,34.5
I0078170,0,0,45.54
I0078171,0,0,29.67
I0078172,0,0,19.87
I0078173,0,0,33.81
I0078174,0,0,17.25
I0078175,0,0,41.95
I0078176,0,0,8.97
I0078177,0,0,32
I0078178,0,0,14.97
I0078179,0,0,35.19
I0078180,0,0,9.66
I0078181,0,0,25.39
I0078182,0,0,10.68
I0078183,0,0,6.9
I0078184,0,0,11.26
I0078185,0,0,6.98
I0078186,0,0,5.52
I0078187,0,0,65.55
I0078188,0,0,51.14
I0078189,0,0,25.71
I0078190,0,0,44.44
I0078191,0,0,33.62
I0078192,0,0,36.97
I0078193,0,0,43.66
I0078194,0,0,35.47
I0078195,0,0,38.74
I0078196,0,0,26.14
I0078197,0,0,34.13
I0078198,0,0,33.62
I0078199,0,0,27.08
I0078200,0,0,25.39
I0078201,0,0,15.06
I0078202,0,0,23.46
I0078203,0,0,16.15
I0078204,0,0,11.4
I0078205,0,0,23.5
I0078206,0,0,6.24
I0078207,0,0,44.44
I0078208,0,0,44.44
I0078209,0,0,8.35
I0078210,0,0,20.7
I0078211,0,0,2.07
I0078212,0,0,15.18
I0078213,0,0,4.83
I0078214,0,0,15.39
I0078215,0,0,8.28
I0078216,0,0,6.21
I0078217,0,0,6.21
I0078218,0,0,53.82
I0078219,0,0,25.38
I0078220,0,0,29.82
I0078221,0,0,31.09
I0078222,0,0,36.17
I0078223,0,0,19.03
I0078224,0,0,38.06
I0078225,0,0,50.76
I0078226,0,0,15.22
I0078227,0,0,13.95
I0078228,0,0,14.6
I0078229,0,0,36.17
I0078230,0,0,38.71
I0078231,0,0,27.92
I0078232,0,0,40.6
I0078233,0,0,40.6
I0078234,0,0,25.38
I0078235,0,0,11.41
I0078236,0,0,25.38
I0078237,0,0,34.9
I0078238,0,0,31.73
I0078239,0,0,30.46
I0078240,0,0,20.3
I0078241,0,0,27.28
I0078242,0,0,21.57
I0078243,0,0,27.92
I0078244,0,0,3.7
I0078245,0,0,3.7
I0078246,0,0,1.63
I0078247,0,0,5.77
I0078248,0,0,2.87
I0078249,0,0,2.35
I0078250,0,0,2.14
I0078251,0,0,8.28
I0078252,0,0,11.03
I0078253,0,0,11.04
I0078254,0,0,18.63
I0078255,0,0,32.57
I0078256,0,0,23.35
I0078257,0,0,36.03
I0078258,0,0,5.52
I0078259,-2,0,13.11
I0078260,8,1,13.11
I0078261,26,1,20.7
I0078262,9,1,20.7
I0078263,9,1,6.07
I0078264,1,1,28.98
I0078265,0,0,45.54
I0078266,0,0,29.67
I0078267,0,0,31.74
I0078268,0,0,26.48
I0078269,0,0,15.18
I0078270,0,0,10.47
I0078271,0,0,4.14
I0078272,0,0,11.04
I0078273,0,0,11.04
I0078274,0,0,17.65
I0078275,0,0,31.23
I0078276,0,0,24.84
I0078277,0,0,4.14
I0078278,0,0,2.76
I0078279,0,0,21.4
I0078280,0,0,30.36
I0078281,0,0,27.26
I0078282,0,0,19.32
I0078283,0,0,6.2
I0078284,0,0,3.11
I0078285,0,0,33.81
I0078286,0,0,11.04
I0078287,0,0,75.76
I0078288,0,0,30.36
I0078289,0,0,7.59
I0078290,0,0,8.97
I0078291,0,0,5.52
I0078292,0,0,24.15
I0078293,0,0,29.81
I0078294,0,0,23.46
I0078295,0,0,1.38
I0078296,0,0,24.15
I0078297,0,0,24.84
I0078298,0,0,24.84
I0078299,0,0,55.2
I0078300,0,0,41.4
I0078301,0,0,9.66
I0078302,0,0,37.26
I0078303,0,0,19.32
I0078304,0,0,46.23
I0078305,0,0,26.22
I0078306,0,0,42.78
I0078307,0,0,8.28
I0078308,0,0,11.73
I0078309,0,0,17.94
I0078310,0,0,65.55
I0078311,0,0,20.7
I0078312,0,0,52.44
I0078313,0,0,8.97
I0078314,0,0,34.5
I0078315,0,0,552
I0078316,0,0,552
I0078317,0,0,43.61
I0078318,0,0,15.87
I0078319,0,0,26.22
I0078320,0,0,9.66
I0078321,0,0,18.63
I0078322,0,0,28.29
I0078323,0,0,14.35
I0078324,0,0,12.42
I0078325,0,0,34.5
I0078326,0,0,34.91
I0078327,0,0,18.57
I0078328,0,0,19.18
I0078329,0,0,5.8
I0078330,0,0,22.55
I0078331,0,0,22.55
I0078332,0,0,22.55
I0078333,0,0,35.47
I0078334,0,0,23.18
I0078335,0,0,22.55
I0078336,0,0,22.55
I0078337,0,0,17.87
I0078338,0,0,22.55
I0078339,0,0,19.32
I0078340,0,0,16.55
I0078341,0,0,44.16
I0078342,0,0,35.88
I0078343,0,0,19.18
I0078344,0,0,41.4
I0078345,0,0,17.94
I0078346,0,0,8.28
I0078347,0,0,45.54
I0078348,0,0,35.52
I0078349,0,0,25.38
I0078350,0,0,20.3
I0078351,0,0,19.03
I0078352,0,0,21.57
I0078353,0,0,28.55
I0078354,0,0,27.28
I0078355,0,0,28.55
I0078356,0,0,4.25
I0078357,0,0,28.55
I0078358,0,0,24.11
I0078359,0,0,22.84
I0078360,0,0,10.46
I0078361,0,0,44.41
I0078362,0,0,19.03
I0078363,0,0,27.92
I0078364,0,0,28.55
I0078365,0,0,7.92
I0078366,0,0,44.41
I0078367,0,0,13.95
I0078368,0,0,7.62
I0078369,0,0,34.25
I0078370,0,0,16.49
I0078371,0,0,20.3
I0078372,0,0,31.73
I0078373,0,0,33
I0078374,0,0,15.22
I0078375,0,0,15.87
I0078376,0,0,24.11
I0078377,0,0,24.11
I0078378,0,0,11.41
I0078379,0,0,4.04
I0078380,0,0,3.89
I0078381,0,0,2.25
I0078382,0,0,2.46
I0078383,0,0,3.88
I0078384,0,0,4.95
I0078385,0,0,3.49
I0078386,0,0,1.96
I0078387,0,0,1.96
I0078388,0,0,4.76
I0078389,0,0,0.86
I0078390,0,0,0.97
I0078391,0,0,7.37
I0078392,0,0,7.31
I0078393,0,0,4.46
I0078394,0,0,2.98
I0078395,0,0,2.13
I0078396,0,0,2.77
I0078397,0,0,2.8
I0078398,0,0,2.44
I0078399,0,0,3.55
I0078400,0,0,1.53
I0078401,0,0,2.06
I0078402,0,0,2.13
I0078403,0,0,2.15
I0078404,0,0,2.11
I0078405,0,0,2.14
I0078406,0,0,2.17
I0078407,0,0,7.85
I0078408,0,0,2.99
I0078409,0,0,1.63
I0078410,0,0,2.64
I0078411,0,0,2.95
I0078412,0,0,2.64
I0078413,0,0,2.91
I0078414,0,0,2.83
I0078415,0,0,4.86
I0078416,0,0,4.17
I0078417,0,0,3.2
I0078418,0,0,3.17
I0078419,0,0,3.23
I0078420,38,1,3.11
I0078421,0,0,7.04
I0078422,0,0,22.77
I0078423,0,0,40.71
I0078424,0,0,12.41
I0078425,0,0,12.39
I0078426,0,0,24.44
I0078427,0,0,0.01
I0078428,0,0,165.6
I0078429,0,0,13.8
I0078430,0,0,13.8
I0078431,0,0,13.8
I0078432,0,0,13.8
I0078433,0,0,13.8
I0078434,0,0,13.8
I0078435,0,0,13.8
I0078436,0,0,13.8
I0078437,0,0,13.8
I0078438,0,0,13.8
I0078439,0,0,13.8
I0078440,0,0,13.8
I0078441,2,1,13.8
I0078442,0,0,13.8
I0078443,0,0,13.8
I0078444,0,0,13.8
I0078445,1,1,13.8
I0078446,36,1,16.56
I0078447,24,1,9.66
I0078448,12,1,9.66
I0078449,2,1,9.66
I0078450,0,0,1.3
I0078451,0,0,4.9
I0078452,0,0,5.52
I0078453,0,0,22.43
I0078454,0,0,4.65
I0078455,0,0,5.11
I0078456,0,0,26.57
I0078457,0,0,4.14
I0078458,0,0,3.8
I0078459,0,0,13.66
I0078460,0,0,4.14
I0078461,0,0,13.66
I0078462,0,0,2.06
I0078463,0,0,2.04
I0078464,0,0,2.98
I0078465,0,0,2.03
I0078466,0,0,1.88
I0078467,0,0,2.06
I0078468,0,0,5.88
I0078469,0,0,2.37
I0078470,0,0,8.93
I0078471,0,0,8.38
I0078472,0,0,3.82
I0078473,0,0,5.52
I0078474,0,0,4.4
I0078475,0,0,13.8
I0078476,0,0,18.19
I0078477,0,0,33.77
I0078478,0,0,11.73
I0078479,0,0,5.18
I0078480,0,0,14.37
I0078481,0,0,17.22
I0078482,0,0,27.92
I0078483,0,0,6.61
I0078484,0,0,5.26
I0078485,0,0,2.83
I0078486,0,0,3.41
I0078487,0,0,2.36
I0078488,0,0,1.34
I0078489,0,0,7.38
I0078490,0,0,1.99
I0078491,0,0,7.07
I0078492,0,0,1.85
I0078493,0,0,3.63
I0078494,0,0,2.66
I0078495,0,0,2.55
I0078496,0,0,18.52
I0078497,0,0,165.6
I0078498,0,0,165.6
I0078499,0,0,165.6
I0078500,0,0,165.6
